,id_review,review_clean_cased,review_low_uncased,review,attractions,amenities,access,price,no_aspect,attractions_text,amenities_text,access_text,price_text,no_aspect_text
420,7ww9qt9it9sG9jb5fY7IV1zB1Cd8Su,Candi terbesar di dunia dan merupakan salah satu keajaiban dunia Lebih rapi dan bagus ada mobil kereta yg bisa keliling candi borobudur pergi ke puncak candi lalu mutar disekitarnya akan dapat view kece disekitar candi very recomended,candi terbesar di dunia dan merupakan salah satu keajaiban dunia lebih rapi dan bagus ada mobil kereta yg bisa keliling candi borobudur pergi ke puncak candi lalu mutar disekitarnya akan dapat view kece disekitar candi very recomended,"Candi terbesar di dunia dan merupakan salah satu keajaiban dunia. Lebih rapi dan bagus..ada mobil kereta yg bisa keliling candi borobudur..pergi ke puncak candi lalu mutar disekitarnya, akan dapat view kece disekitar candi..very recomended",3,3,0,0,3,"Candi terbesar di dunia dan merupakan salah satu keajaiban dunia. Candi terbesar di dunia dan merupakan salah satu keajaiban dunia. Lebih rapi dan bagus; pergi ke puncak candi lalu mutar disekitarnya, akan dapat view kece disekitar candi..very recomended Candi terbesar di dunia dan merupakan salah satu keajaiban dunia; Lebih rapi dan bagus;akan dapat view kece disekitar candi","Lebih rapi dan bagus..ada mobil kereta yg bisa keliling candi borobudur..pergi ke puncak candi lalu mutar disekitarnya, akan dapat view kece disekitar candi.. ada mobil kereta yg bisa keliling candi borobudur. ada mobil kereta",none,none,very recomended very recomended very recomended
421,7xB9Em4Xk6zB7De4za4Me1le8Hs1sJ,Sama seperti ke prambanan saya tidak pernah bosan untuk datang kembali ke Candi Borobudur Yang belum kesampaian adalah menikmati matahari terbit dari sekitar area sini with wife Dec ,sama seperti ke prambanan saya tidak pernah bosan untuk datang kembali ke candi borobudur yang belum kesampaian adalah menikmati matahari terbit dari sekitar area sini with wife dec ,"Sama seperti ke prambanan, saya tidak pernah bosan untuk datang kembali ke Candi Borobudur.

Yang belum kesampaian adalah menikmati matahari terbit dari sekitar area sini.

with wife,
27 Dec 2017",0,0,0,0,3,none,none,none,none,"Sama seperti ke prambanan, saya tidak pernah bosan untuk datang kembali ke Candi Borobudur; Yang belum kesampaian adalah menikmati matahari terbit dari sekitar area sini; with wife, 27 Dec 2017 Sama seperti ke prambanan, saya tidak pernah bosan untuk datang kembali ke Candi Borobudur. Yang belum kesampaian adalah menikmati matahari terbit dari sekitar area sini. with wife, 27 Dec 2017 Sama seperti ke prambanan, saya tidak pernah bosan untuk datang kembali ke Candi Borobudur."
422,7xn6OA5sL9jV8eD3gW5TH5nn9Lo3qZ,sangat rekomen buat yang mau wisata di magelang ke Candi Borobudur view nya bagus banget best pokoknya,sangat rekomen buat yang mau wisata di magelang ke candi borobudur view nya bagus banget best pokoknya,"sangat rekomen buat yang mau wisata di magelang ke Candi Borobudur, view nya bagus banget best pokoknya",3,0,0,0,3,"sangat rekomen buat yang mau wisata di magelang ke Candi Borobudur, view nya bagus banget best pokoknya sangat rekomen buat yang mau wisata di magelang ke Candi Borobudur, view nya bagus banget best pokoknya sangat rekomen buat yang mau wisata di magelang ke Candi Borobudur, view nya bagus banget best pokoknya",none,none,none,"sangat rekomen buat yang mau wisata di magelang ke Candi Borobudur, view nya bagus banget best pokoknya sangat rekomen buat yang mau wisata di magelang ke Candi Borobudur, view nya bagus banget best pokoknya sangat rekomen buat yang mau wisata di magelang ke Candi Borobudur, view nya bagus banget best pokoknya"
423,7xx2AO6Mh9ad1wb6ds5th7vt6li3RK,Amazing kata kata pertama yang muncul waktu melihat candi ini wow benar benar besar Keindahan stupa dan relief reliefnya juga sangat indah Sangat mengagumkan bahwa candi ini dibangun pada abad ke Candi ini terletak di kabupaten magelang Siapkan stamina Anda untuk menaiki dan menjelajahi setiap sudut keindahan candi ini ,amazing kata kata pertama yang muncul waktu melihat candi ini wow benar benar besar keindahan stupa dan relief reliefnya juga sangat indah sangat mengagumkan bahwa candi ini dibangun pada abad ke candi ini terletak di kabupaten magelang siapkan stamina anda untuk menaiki dan menjelajahi setiap sudut keindahan candi ini ,Amazing.. kata kata pertama yang muncul waktu melihat candi ini. wow.. benar benar besar. Keindahan stupa dan relief reliefnya juga sangat indah. Sangat mengagumkan bahwa candi ini dibangun pada abad ke 9. Candi ini terletak di kabupaten magelang. Siapkan stamina Anda untuk menaiki dan menjelajahi setiap sudut keindahan candi ini.,3,0,0,0,2,Amazing.. kata kata pertama yang muncul waktu melihat candi ini. wow.. benar benar besar. Keindahan stupa dan relief reliefnya juga sangat indah. Sangat mengagumkan bahwa candi ini dibangun pada abad ke 9. Amazing.. kata kata pertama yang muncul waktu melihat candi ini. wow.. benar benar besar. Sangat mengagumkan bahwa candi ini dibangun pada abad ke 9. Candi ini terletak di kabupaten magelang. Siapkan stamina Anda untuk menaiki dan menjelajahi setiap sudut keindahan candi ini. Amazing.. kata kata pertama yang muncul waktu melihat candi ini. wow.. benar benar besar. Keindahan stupa dan relief reliefnya juga sangat indah. Sangat mengagumkan bahwa candi ini dibangun pada abad ke 9.,none,none,none,Candi ini terletak di kabupaten magelang. Siapkan stamina Anda untuk menaiki dan menjelajahi setiap sudut keindahan candi ini. Candi ini terletak di kabupaten magelang. Siapkan stamina Anda untuk menaiki dan menjelajahi setiap sudut keindahan candi ini. Candi ini terletak di kabupaten magelang. Siapkan stamina Anda untuk menaiki dan menjelajahi setiap sudut keindahan candi ini.
424,7yE7vB6Rg0bR2ko8Nn7CZ7KQ8Zk0Aa,sudah sangat lama rasanya tdk keborobudur sangat wahh sekali pemandangan dsni cukup indah dan sangat luas disini sepertinya harus menyewa payung karena sangat panas diatas candinya jangan lupa jgn aneh aneh disini ya karena ini tempat ibadah hehe kerenn banget deh,sudah sangat lama rasanya tdk keborobudur sangat wahh sekali pemandangan dsni cukup indah dan sangat luas disini sepertinya harus menyewa payung karena sangat panas diatas candinya jangan lupa jgn aneh aneh disini ya karena ini tempat ibadah hehe kerenn banget deh,"sudah sangat lama rasanya tdk keborobudur, sangat wahh sekali pemandangan dsni, cukup indah dan sangat luas, disini sepertinya harus menyewa payung karena sangat panas diatas candinya, jangan lupa jgn aneh aneh disini ya karena ini tempat ibadah hehe

kerenn banget deh
",3,0,0,0,2,"sudah sangat lama rasanya tdk keborobudur, sangat wahh sekali pemandangan dsni, cukup indah dan sangat luas, disini sepertinya harus menyewa payung karena sangat panas diatas candinya, jangan lupa jgn aneh aneh disini ya karena ini tempat ibadah hehe kerenn banget deh sudah sangat lama rasanya tdk keborobudur, sangat wahh sekali pemandangan dsni, cukup indah dan sangat luas, sudah sangat lama rasanya tdk keborobudur, sangat wahh sekali pemandangan dsni, cukup indah dan sangat luas, disini sepertinya harus menyewa payung karena sangat panas diatas candinya, jangan lupa jgn aneh aneh disini ya karena ini tempat ibadah hehe kerenn banget deh",none,none,none,"disini sepertinya harus menyewa payung karena sangat panas diatas candinya, disini sepertinya harus menyewa payung karena sangat panas diatas candinya, disini sepertinya harus menyewa payung karena sangat panas diatas candinya,"
425,7yY8ni9Hj3Wg6ZC1ZB2er3ER0Cw0WK,Serunya berkunjung ke borobudur destinasi wajib saat ke jogjakarta ini sangat kental dengan sejarah Ramai ramai dengan rombongan lebih asik Saat melihat candi yang pernah masuk keajaiban dunia itu ada rasa bangga Selain melihat jejak sejarah juga sambil shopping di area candi yang murah hmm so enjoy,serunya berkunjung ke borobudur destinasi wajib saat ke jogjakarta ini sangat kental dengan sejarah ramai ramai dengan rombongan lebih asik saat melihat candi yang pernah masuk keajaiban dunia itu ada rasa bangga selain melihat jejak sejarah juga sambil shopping di area candi yang murah hmm so enjoy,"Serunya berkunjung ke borobudur. destinasi wajib saat ke jogjakarta ini sangat kental dengan sejarah. Ramai-ramai dengan rombongan lebih asik. Saat melihat candi yang pernah masuk 7 keajaiban dunia itu, ada rasa bangga. Selain melihat jejak sejarah juga sambil shopping di area candi yang murah..hmm...so enjoy",3,0,3,3,3,"Saat melihat candi yang pernah masuk 7 keajaiban dunia itu, ada rasa bangga. Saat melihat candi yang pernah masuk 7 keajaiban dunia itu, ada rasa bangga. Selain melihat jejak sejarah juga sambil shopping di area candi yang murah..hmm...so enjoy",none,Selain melihat jejak sejarah juga sambil shopping di area candi yang murah..hmm...so enjoy Selain melihat jejak sejarah juga sambil shopping di area candi yang murah..hmm...so enjoy Selain melihat jejak sejarah juga sambil shopping di area candi yang murah..hmm...so enjoy,Selain melihat jejak sejarah juga sambil shopping di area candi yang murah Selain melihat jejak sejarah juga sambil shopping di area candi yang murah Selain melihat jejak sejarah juga sambil shopping di area candi yang murah,"Serunya berkunjung ke borobudur. destinasi wajib saat ke jogjakarta ini sangat kental dengan sejarah. Ramai-ramai dengan rombongan lebih asik. Saat melihat candi yang pernah masuk 7 keajaiban dunia itu, ada rasa bangga. Selain melihat jejak sejarah juga sambil shopping di area candi yang murah..hmm...so enjoy Serunya berkunjung ke borobudur. destinasi wajib saat ke jogjakarta ini sangat kental dengan sejarah. Ramai-ramai dengan rombongan lebih asik. Saat melihat candi yang pernah masuk 7 keajaiban dunia itu, ada rasa bangga. Selain melihat jejak sejarah juga sambil shopping di area candi yang murah..hmm...so enjoy Serunya berkunjung ke borobudur. destinasi wajib saat ke jogjakarta ini sangat kental dengan sejarah. Ramai-ramai dengan rombongan lebih asik. Saat melihat candi yang pernah masuk 7 keajaiban dunia itu, ada rasa bangga."
426,7ya3zp3Vu9TM4ms0ot9Hb3FF1Ux8vr,Ini cerita tahun lalu di bulan april Akhirnya sampek juga ke Jawa Tengah Dan Borobudur adalah salah satu tujuan utama ku Sebenarnya temen ku udh pernah ke sana Tapi dengan baik nya dia mau nemenin aku boncengin aku naik motor pulang pergi Jogja Magelang Sungguh karna ini pertama kali buat ku Cuma bisa wow besarnya Agung nya Terimakasih Tuhan waktu energi dan langkah yang kau restui,ini cerita tahun lalu di bulan april akhirnya sampek juga ke jawa tengah dan borobudur adalah salah satu tujuan utama ku sebenarnya temen ku udh pernah ke sana tapi dengan baik nya dia mau nemenin aku boncengin aku naik motor pulang pergi jogja magelang sungguh karna ini pertama kali buat ku cuma bisa wow besarnya agung nya terimakasih tuhan waktu energi dan langkah yang kau restui,"Ini cerita tahun lalu di bulan april. Akhirnya sampek juga ke Jawa Tengah. Dan Borobudur adalah salah satu tujuan utama ku. Sebenarnya temen ku udh pernah ke sana. Tapi dengan baik nya dia mau nemenin aku, boncengin aku naik motor pulang pergi Jogja-Magelang.
Sungguh, karna ini pertama kali buat ku. Cuma bisa """"wow"""" besarnya. Agung nya..

Terimakasih Tuhan, waktu, energi dan langkah yang kau restui",3,0,0,0,2,"Cuma bisa """"wow"""" besarnya; Agung nya.. Cuma bisa """"wow"""" besarnya. Agung nya. Sungguh, karna ini pertama kali buat ku. Cuma bisa """"wow"""" besarnya. Agung nya.. Terimakasih Tuhan, waktu, energi dan langkah yang kau restui",none,none,none,"Ini cerita tahun lalu di bulan april; Akhirnya sampek juga ke Jawa Tengah; Dan Borobudur adalah salah satu tujuan utama ku; Sebenarnya temen ku udh pernah ke sana; Tapi dengan baik nya dia mau nemenin aku, boncengin aku naik motor pulang pergi Jogja-Magelang; Sungguh, karna ini pertama kali buat ku; Terimakasih Tuhan, waktu, energi dan langkah yang kau restui Ini cerita tahun lalu di bulan april. Akhirnya sampek juga ke Jawa Tengah. Dan Borobudur adalah salah satu tujuan utama ku. Sebenarnya temen ku udh pernah ke sana. Tapi dengan baik nya dia mau nemenin aku, boncengin aku naik motor pulang pergi Jogja-Magelang. Sungguh, karna ini pertama kali buat ku; Terimakasih Tuhan, waktu, energi dan langkah yang kau restui. Ini cerita tahun lalu di bulan april. Akhirnya sampek juga ke Jawa Tengah. Dan Borobudur adalah salah satu tujuan utama ku. Sebenarnya temen ku udh pernah ke sana. Tapi dengan baik nya dia mau nemenin aku, boncengin aku naik motor pulang pergi Jogja-Magelang. Sungguh, karna ini pertama kali buat ku; Terimakasih Tuhan, waktu, energi dan langkah yang kau restui."
427,7zT8ln4YP0Ml1Rs8mR0gH4uQ3QZ7Py,Candi megah dengan arsitektur yang menawan Candi terbesar di Indonesia dengan Stupa dan ornamen yang sangat indah ,candi megah dengan arsitektur yang menawan candi terbesar di indonesia dengan stupa dan ornamen yang sangat indah ,Candi megah dengan arsitektur yang menawan. Candi terbesar di Indonesia dengan Stupa dan ornamen yang sangat indah.,3,0,0,0,0,Candi megah dengan arsitektur yang menawan. Candi terbesar di Indonesia dengan Stupa dan ornamen yang sangat indah. Candi megah dengan arsitektur yang menawan. Candi terbesar di Indonesia dengan Stupa dan ornamen yang sangat indah. Candi megah dengan arsitektur yang menawan. Candi terbesar di Indonesia dengan Stupa dan ornamen yang sangat indah.,none,none,none,none
428,8AL3EV2fI6RX4QE7sG6Dh5Fu7zX6nd,Sudah dua kali ke tempat ini selalu membuat takjub sebuah peninggalan bersejarah keajaiban Dunia yang ada di Indonesia Candi Borobudur adalah kebanggaan Indonesia yang penting untuk terus dilestarikan ,sudah dua kali ke tempat ini selalu membuat takjub sebuah peninggalan bersejarah keajaiban dunia yang ada di indonesia candi borobudur adalah kebanggaan indonesia yang penting untuk terus dilestarikan ,"Sudah dua kali ke tempat ini selalu membuat takjub, sebuah peninggalan bersejarah keajaiban Dunia yang ada di Indonesia. Candi Borobudur adalah kebanggaan Indonesia yang penting untuk terus dilestarikan !",3,0,0,0,3,"Sudah dua kali ke tempat ini selalu membuat takjub, sebuah peninggalan bersejarah keajaiban Dunia yang ada di Indonesia. Sudah dua kali ke tempat ini selalu membuat takjub, sebuah peninggalan bersejarah keajaiban Dunia yang ada di Indonesia. Sudah dua kali ke tempat ini selalu membuat takjub, sebuah peninggalan bersejarah keajaiban Dunia yang ada di Indonesia. Candi Borobudur adalah kebanggaan Indonesia yang penting untuk terus dilestarikan !",none,none,none,Candi Borobudur adalah kebanggaan Indonesia yang penting untuk terus dilestarikan ! Candi Borobudur adalah kebanggaan Indonesia yang penting untuk terus dilestarikan ! Candi Borobudur adalah kebanggaan Indonesia yang penting untuk terus dilestarikan !
429,8Au7HZ0Ww1df5RY5yn4so6zL5FW0Em,Warisan sejarah dan budaya yang luar biasa dan terawat baik Luar biasa bagaimana bangsa ini membangun candi tersebut hanya dengan tangan Sungguh mengagumkan ,warisan sejarah dan budaya yang luar biasa dan terawat baik luar biasa bagaimana bangsa ini membangun candi tersebut hanya dengan tangan sungguh mengagumkan ,"Warisan sejarah dan budaya yang luar biasa dan terawat baik.
Luar biasa bagaimana bangsa ini membangun candi tersebut hanya dengan tangan.
Sungguh mengagumkan.",3,0,0,0,0,Warisan sejarah dan budaya yang luar biasa dan terawat baik. Luar biasa bagaimana bangsa ini membangun candi tersebut hanya dengan tangan. Sungguh mengagumkan. Warisan sejarah dan budaya yang luar biasa dan terawat baik. Luar biasa bagaimana bangsa ini membangun candi tersebut hanya dengan tangan. Sungguh mengagumkan. Warisan sejarah dan budaya yang luar biasa dan terawat baik; Sungguh mengagumkan,none,none,none,none
430,8Bf3ZN2hD7Yp0uX9tl7Jx8fs5wF3hp,Sudah tak terhitung berapa kali saya ke sini Tempat nya tambah bagus fasilitas memadai toko oleh oleh tersedia Saran kalau mau ke sini pagi pagi yaa ,sudah tak terhitung berapa kali saya ke sini tempat nya tambah bagus fasilitas memadai toko oleh oleh tersedia saran kalau mau ke sini pagi pagi yaa ,"Sudah tak terhitung berapa kali saya ke sini. Tempat nya tambah bagus.. fasilitas memadai, toko oleh-oleh tersedia. Saran, kalau mau ke sini pagi pagi yaa..
",3,3,0,0,2,"Tempat nya tambah bagus.. Tempat nya tambah bagus.. fasilitas memadai, toko oleh-oleh tersedia. Sudah tak terhitung berapa kali saya ke sini. Tempat nya tambah bagus.","fasilitas memadai, toko oleh-oleh tersedia. fasilitas memadai, toko oleh-oleh tersedia. fasilitas memadai, toko oleh-oleh tersedia.",none,none,"Sudah tak terhitung berapa kali saya ke sini; Saran, kalau mau ke sini pagi pagi yaa.. Sudah tak terhitung berapa kali saya ke sini; Saran, kalau mau ke sini pagi pagi yaa. Saran, kalau mau ke sini pagi pagi yaa.."
431,8CE8Lx4cW1lh8MI2wR2re5NI0AO6NH,Sebagai tempat wisata yang memiliki kawasan yang sangat luas candi borobudur menjelma menjadi kawasan wisata yang mengagumkan Banyak keajaiban arsitektir disetiap tingkatnya belum lagi dengan stupa yang ada sangat menawan ,sebagai tempat wisata yang memiliki kawasan yang sangat luas candi borobudur menjelma menjadi kawasan wisata yang mengagumkan banyak keajaiban arsitektir disetiap tingkatnya belum lagi dengan stupa yang ada sangat menawan ,"Sebagai tempat wisata yang memiliki kawasan yang sangat luas, candi borobudur menjelma menjadi kawasan wisata yang mengagumkan. Banyak keajaiban arsitektir disetiap tingkatnya, belum lagi dengan stupa yang ada, sangat menawan.
",3,0,0,0,0,"Sebagai tempat wisata yang memiliki kawasan yang sangat luas, candi borobudur menjelma menjadi kawasan wisata yang mengagumkan. ;Banyak keajaiban arsitektir disetiap tingkatnya, belum lagi dengan stupa yang ada, sangat menawan. Sebagai tempat wisata yang memiliki kawasan yang sangat luas, candi borobudur menjelma menjadi kawasan wisata yang mengagumkan. Banyak keajaiban arsitektir disetiap tingkatnya, belum lagi dengan stupa yang ada, sangat menawan. Sebagai tempat wisata yang memiliki kawasan yang sangat luas, candi borobudur menjelma menjadi kawasan wisata yang mengagumkan. Banyak keajaiban arsitektir disetiap tingkatnya, belum lagi dengan stupa yang ada, sangat menawan.",none,none,none,none
432,8Cp7TA9qu4sy9Uc7hc9dh8ZG8Zf1pv,Bangunan yang indah melihat sunset dari candi borobudur sangat romantis Saat mengunjungi candi borobudur cuaca sangat terik jadi jangan lupa sunblock apabila ingin berlama disana ,bangunan yang indah melihat sunset dari candi borobudur sangat romantis saat mengunjungi candi borobudur cuaca sangat terik jadi jangan lupa sunblock apabila ingin berlama disana ,"Bangunan yang indah, melihat sunset dari candi borobudur sangat romantis. Saat mengunjungi candi borobudur cuaca sangat terik, jadi jangan lupa sunblock apabila ingin berlama2 disana.
",3,0,0,0,2,"Bangunan yang indah, melihat sunset dari candi borobudur sangat romantis. Bangunan yang indah, melihat sunset dari candi borobudur sangat romantis Bangunan yang indah, melihat sunset dari candi borobudur sangat romantis.",none,none,none,"Saat mengunjungi candi borobudur cuaca sangat terik, jadi jangan lupa sunblock apabila ingin berlama2 disana. Saat mengunjungi candi borobudur cuaca sangat terik, jadi jangan lupa sunblock apabila ingin berlama2 disana. Saat mengunjungi candi borobudur cuaca sangat terik, jadi jangan lupa sunblock apabila ingin berlama2 disana."
433,8DI2EK9Lg9Df1UC3XI3Mo4Se0zk0WQ,perdana ku keborobudur melihat susunan batu yang dibuat jangka panjang menjadi puluhan candi yang baik dan menjadi icone kota istimewa ini borobudur adalah salahsatu Wonders of the World in Indonesia ,perdana ku keborobudur melihat susunan batu yang dibuat jangka panjang menjadi puluhan candi yang baik dan menjadi icone kota istimewa ini borobudur adalah salahsatu wonders of the world in indonesia ,"perdana ku keborobudur melihat susunan batu yang dibuat jangka panjang menjadi puluhan candi yang baik dan menjadi icone kota istimewa ini , borobudur adalah salahsatu Wonders of the World in Indonesia .",3,0,0,0,3,"perdana ku keborobudur melihat susunan batu yang dibuat jangka panjang menjadi puluhan candi yang baik dan menjadi icone kota istimewa ini , borobudur adalah salahsatu Wonders of the World in Indonesia . perdana ku keborobudur melihat susunan batu yang dibuat jangka panjang menjadi puluhan candi yang baik dan menjadi icone kota istimewa ini , borobudur adalah salahsatu Wonders of the World in Indonesia . perdana ku keborobudur melihat susunan batu yang dibuat jangka panjang menjadi puluhan candi yang baik dan menjadi icone kota istimewa ini , borobudur adalah salahsatu Wonders of the World in Indonesia .",none,none,none,borobudur adalah salahsatu Wonders of the World in Indonesia borobudur adalah salahsatu Wonders of the World in Indonesia borobudur adalah salahsatu Wonders of the World in Indonesia
434,8Dv7uJ2TP1Xg7cq4Df9KU5kV1st7bO,Datanglah jam pagi Menikmati keheningan pagi dipadu dengan indahnya proses matahari terbit membuat anda merasakan pengalaman yang luar biasa ,datanglah jam pagi menikmati keheningan pagi dipadu dengan indahnya proses matahari terbit membuat anda merasakan pengalaman yang luar biasa ,"Datanglah jam 4 pagi. Menikmati keheningan pagi dipadu dengan indahnya proses matahari terbit, membuat anda merasakan pengalaman yang luar biasa.",3,0,0,0,2,"Datanglah jam 4 pagi. Menikmati keheningan pagi dipadu dengan indahnya proses matahari terbit, membuat anda merasakan pengalaman yang luar biasa. Datanglah jam 4 pagi. Menikmati keheningan pagi dipadu dengan indahnya proses matahari terbit, membuat anda merasakan pengalaman yang luar biasa. Datanglah jam 4 pagi. Menikmati keheningan pagi dipadu dengan indahnya proses matahari terbit, membuat anda merasakan pengalaman yang luar biasa.",none,none,none,"Datanglah jam 4 pagi. Menikmati keheningan pagi dipadu dengan indahnya proses matahari terbit, membuat anda merasakan pengalaman yang luar biasa. Datanglah jam 4 pagi."
435,8Ec6eP1HK3VR9fS2Dt3vH5Lc1iM6JI,Salah satu Candi Termegah di Jawa Tengah Letaknya di kabupaten Magelang jika berkendara dari pusat kota Yogyakarta mungkin memerlukan waktu sekitar jaman dgn kendaraan pribadi Atau untuk yang ingin mengunakan transportasi umum seperti Trans Jogja juga bisa tapi nanti harus pindah lagi ke angkutan umum atau naik ojek Wisata ini sangat cocok untuk keluarga anak muda dan rombongan Hindari hari raya Lebaran atau libur panjang karena wisatawan membludak dan tentu saja tidak bisa menikmati liburan dengan santai Bawa Topi Payung untuk menghindari cuaca panas hujan HTM lokal dewasa anak anak wisman kira kira Bisa pakai jasa Guide kalau di Candi Prambanan jam per orang lebih dari orng jam mungkin di Candi Borobudur juga sama karena satu pengelolaan ,salah satu candi termegah di jawa tengah letaknya di kabupaten magelang jika berkendara dari pusat kota yogyakarta mungkin memerlukan waktu sekitar jaman dgn kendaraan pribadi atau untuk yang ingin mengunakan transportasi umum seperti trans jogja juga bisa tapi nanti harus pindah lagi ke angkutan umum atau naik ojek wisata ini sangat cocok untuk keluarga anak muda dan rombongan hindari hari raya lebaran atau libur panjang karena wisatawan membludak dan tentu saja tidak bisa menikmati liburan dengan santai bawa topi payung untuk menghindari cuaca panas hujan htm lokal dewasa anak anak wisman kira kira bisa pakai jasa guide kalau di candi prambanan jam per orang lebih dari orng jam mungkin di candi borobudur juga sama karena satu pengelolaan ,"Salah satu Candi Termegah di Jawa Tengah. Letaknya di kabupaten Magelang, jika berkendara dari pusat kota Yogyakarta mungkin memerlukan waktu sekitar 1,5jaman dgn kendaraan pribadi. Atau untuk yang ingin mengunakan transportasi umum seperti Trans Jogja, juga bisa tapi nanti harus pindah lagi ke angkutan umum atau naik ojek. Wisata ini sangat cocok untuk keluarga, anak muda dan rombongan. Hindari hari raya Lebaran atau libur panjang karena wisatawan membludak dan tentu saja tidak bisa menikmati liburan dengan santai. Bawa Topi/Payung untuk menghindari cuaca panas/hujan. HTM lokal 30k dewasa, 15k anak-anak, wisman kira-kira 200k. Bisa pakai jasa Guide ( kalau di Candi Prambanan 100k/jam per 5 orang, lebih dari 5 orng 150k/jam ) mungkin di Candi Borobudur juga sama, karena satu pengelolaan.",3,0,2,2,0,Salah satu Candi Termegah di Jawa Tengah. Salah satu Candi Termegah di Jawa Tengah. Salah satu Candi Termegah di Jawa Tengah.,none,"Letaknya di kabupaten Magelang, jika berkendara dari pusat kota Yogyakarta mungkin memerlukan waktu sekitar 1,5jaman dgn kendaraan pribadi. Atau untuk yang ingin mengunakan transportasi umum seperti Trans Jogja, juga bisa tapi nanti harus pindah lagi ke angkutan umum atau naik ojek. jika berkendara dari pusat kota Yogyakarta mungkin memerlukan waktu sekitar 1,5jaman dgn kendaraan pribadi. Atau untuk yang ingin mengunakan transportasi umum seperti Trans Jogja, juga bisa tapi nanti harus pindah lagi ke angkutan umum atau naik ojek Letaknya di kabupaten Magelang, jika berkendara dari pusat kota Yogyakarta mungkin memerlukan waktu sekitar 1,5jaman dgn kendaraan pribadi. Atau untuk yang ingin mengunakan transportasi umum seperti Trans Jogja, juga bisa tapi nanti harus pindah lagi ke angkutan umum atau naik ojek.","HTM lokal 30k dewasa, 15k anak-anak, wisman kira-kira 200k. Bisa pakai jasa Guide ( kalau di Candi Prambanan 100k/jam per 5 orang, lebih dari 5 orng 150k/jam ) mungkin di Candi Borobudur juga sama, karena satu pengelolaan. HTM lokal 30k dewasa, 15k anak-anak, wisman kira-kira 200k. Bisa pakai jasa Guide ( kalau di Candi Prambanan 100k/jam per 5 orang, lebih dari 5 orng 150k/jam ) mungkin di Candi Borobudur juga sama, karena satu pengelolaan HTM lokal 30k dewasa, 15k anak-anak, wisman kira-kira 200k. Bisa pakai jasa Guide ( kalau di Candi Prambanan 100k/jam per 5 orang, lebih dari 5 orng 150k/jam ) mungkin di Candi Borobudur juga sama, karena satu pengelolaan.",none
436,8Fs3QY3Md9PE0Gz2LR2qf7Sv2cJ9JX,Mengenal candi Borobudur belum lengkap tanpa mengenal cerita relief dengan berbasis sastra yang akan memberikan edukasi dari nilai nilai luhur candi borobudur Cerita relief wayang jataka melalui cerita fabel yang di kemas apik untuk menyampaikan niali kehidupan yang akan memberikan karakter di era global Bersama SR Persada dan Sekolah Budaya Nittramaya dapat pariwisastra yang berkwalitas serta memberikan edukasi yang tinggi ,mengenal candi borobudur belum lengkap tanpa mengenal cerita relief dengan berbasis sastra yang akan memberikan edukasi dari nilai nilai luhur candi borobudur cerita relief wayang jataka melalui cerita fabel yang di kemas apik untuk menyampaikan niali kehidupan yang akan memberikan karakter di era global bersama sr persada dan sekolah budaya nittramaya dapat pariwisastra yang berkwalitas serta memberikan edukasi yang tinggi ,"Mengenal candi Borobudur belum lengkap tanpa mengenal cerita relief dengan berbasis sastra, yang akan memberikan edukasi dari nilai - nilai luhur candi borobudur. Cerita relief wayang jataka melalui cerita fabel yang di kemas apik untuk menyampaikan niali kehidupan yang akan memberikan karakter di era global. Bersama SR Persada dan Sekolah Budaya Nittramaya dapat pariwisastra yang berkwalitas serta memberikan edukasi yang tinggi.",3,0,0,0,0,Cerita relief wayang jataka melalui cerita fabel yang di kemas apik untuk menyampaikan niali kehidupan yang akan memberikan karakter di era global. Bersama SR Persada dan Sekolah Budaya Nittramaya dapat pariwisastra yang berkwalitas serta memberikan edukasi yang tinggi. Bersama SR Persada dan Sekolah Budaya Nittramaya dapat pariwisastra yang berkwalitas serta memberikan edukasi yang tinggi. Cerita relief wayang jataka melalui cerita fabel yang di kemas apik untuk menyampaikan niali kehidupan yang akan memberikan karakter di era global. Bersama SR Persada dan Sekolah Budaya Nittramaya dapat pariwisastra yang berkwalitas serta memberikan edukasi yang tinggi.,none,none,none,none
437,8Fs5LT3Ec1Oc0jq3ny7Ag5Co7rl2do,Memang bangunan yang sungguh Sangat Menakjubkan tidak salah jika merupakan keajaiban dunia ,memang bangunan yang sungguh sangat menakjubkan tidak salah jika merupakan keajaiban dunia ,"Memang bangunan yang sungguh ""Sangat Menakjubkan"".... tidak salah jika merupakan ""7 keajaiban dunia""...",3,0,0,0,0,"Memang bangunan yang sungguh ""Sangat Menakjubkan"".... tidak salah jika merupakan ""7 keajaiban dunia""... emang bangunan yang sungguh ""Sangat Menakjubkan"".... tidak salah jika merupakan ""7 keajaiban dunia""... Memang bangunan yang sungguh ""Sangat Menakjubkan""",none,none,none,none
